Remetente;Mensagem
Estudante;Vou tentar! O Diogo é mais forte que o Miguel. O Rodrigo é o mais forte da equipa. O António é muito forte.
Tutor;Incrível, treinador Pedro! Com essa equipa ganhas de certeza! Enquanto treinador consegues pensar por que razão é importante um treinador saber usar essas comparações?
Estudante;Sim, porque assim sabe quem é melhor, ou muito bom, ou o melhor de todos! Ajuda a escolher os jogadores certos.
Tutor;Perfeito! E se o treinador usasse só o grau superlativo para tudo, como “o mais bom”, “o mais veloz”, “o mais habilidoso”, achas que isso ajudaria ou dificultaria a equipa a perceber as diferenças entre os jogadores?
Estudante;Acho que dificultava, porque diz tudo igual e não mostra bem as diferenças entre eles.
Tutor;Exatamente. Comparar ajuda a tomar decisões mais justas e estratégicas. Estás a pensar como um verdadeiro líder!
Estudante;Obrigado! Gostava de ser capitão da equipa um dia.
Tutor;Parabéns! Foste além da gramática e usaste os graus dos adjetivos para analisar, avaliar e até influenciar! **Quando fores para casa** podes fazer um mini projeto para praticares. Podes criar m cartão de jogador personalizado, com descrições em graus diferentes e fazer a tua turma como se fosse a tua equipa com as diferentes características de cada um!
Estudante;Boa ideia! Vou fazer isso para treinar e mostrar ao Diogo e aos outros. Vai ser fixe!
Tutor;Muito bem Pedro! Gostei muito de falar contigo, boa sorte!
Estudante;Obrigado! Também gostei, agora vou brincar um bocadinho. Até à próxima!
