Remetente;Mensagem
Avaliador;[STUDENT] Fico muito satisfeito por ouvires isso, Pedro. Agora, vou fazer-te umas perguntas para perceber em que nível te encontras. Combinado?
Estudante;Combinado, podes perguntar o que quiseres! Estou pronto.
Avaliador;"[STUDENT] Antes de começarmos, quero só avisar-te de uma coisa: não posso esclarecer dúvidas sobre as perguntas, e tens apenas uma oportunidade para responder a cada uma delas da forma mais completa possível. 

Tudo bem para ti, podemos avançar?"
Estudante;Tudo bem, já percebi as regras. Podemos avançar!
Avaliador;[SYSTEM] Questions
Avaliador;---------------🎯 **Primeiro Questionário** 🎯---------------
Avaliador;"[STUDENT] Pedro, qual é o **__tipo de frase__** (Declarativo, Interrogativo, Exclamativo ou Imperativo) utilizado na frase: ""Enche a banheira com água salgada para colocar o tubarão."""
Estudante;Essa frase é do tipo Imperativo porque está a dar uma ordem para encher a banheira.
Avaliador;"[STUDENT] Muito bem, agora responde: qual é o **__tipo de frase__** utilizado na frase: ""Que tubarão grande!"""
Estudante;Essa frase é do tipo Exclamativo porque está a mostrar surpresa ou admiração.
Avaliador;"[STUDENT] Muito bem, agora reescreve a frase no __plural__: ""O jovem fez a mais admirável descoberta."""
Estudante;Os jovens fizeram as mais admiráveis descobertas.
Avaliador;"[STUDENT] Muito bem, agora reescreve a frase, substituindo as palavras destacadas por **__antónimos__**: ""**Terminada** a pescaria, o rapaz **enervou-se**."""
Estudante;Começada a pescaria, o rapaz acalmou-se.
Avaliador;"[STUDENT] Muito bem, agora reescreve a frase, substituindo as palavras destacadas por __sinónimos__: ""Era uma vez um tubarão **belo** e **veloz** e um menino **esperto** e **valente**."""
Estudante;Era uma vez um tubarão bonito e rápido e um menino inteligente e corajoso.
Avaliador;"[STUDENT] Muito bem, lê as frases e escolhe quais das palavras destacadas pertencem à classe **__quantificador numeral__**: ""**O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
Estudante;"As palavras ""duas"", ""um"" e ""três"" são quantificadores numerais porque mostram quantidades ou números."
Avaliador;"[STUDENT] Muito bem, lê as frases e escolhe as palavras destacadas que pertencem à classe **__advérbio__**: **O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
Estudante;"As palavras ""muito"" e ""não"" são advérbios porque servem para modificar verbos ou adjetivos."
Avaliador;"[STUDENT] Muito bem, agora diz-me: qual é o **__grau do adjetivo__** na frase: ""O rapaz era mais conversador do que o avô."""
Estudante;Não sei responder porque ainda não aprendi nada sobre graus dos adjetivos.
Avaliador;"[STUDENT] Não há problema, Pedro! Vamos passar para a próxima. Reescreve a frase com o adjetivo no **__grau superlativo absoluto analítico__**: ""É um tubarão rapidíssimo."""
Estudante;Não sei, ainda não aprendi nada sobre graus dos adjetivos.
Avaliador;"[STUDENT] Tudo bem, Pedro. Vamos então para a última pergunta: reescreve as frases com **__preposições__**, sem as repetires: ""____ o almoço, eles decidiram ir ____ à praia ____ nadar ____ os peixes. Estava tanto frio que voltaram ____ molhar os pés."""
Estudante;Depois do almoço, eles decidiram ir para à praia para nadar com os peixes. Estava tanto frio que voltaram sem molhar os pés.
Avaliador;[STUDENT] Parabéns, Pedro! Terminaste todas as perguntas. O que achaste desta atividade? Gostaste de responder?
Estudante;Gostei muito, foi divertido fazer estas perguntas! Aprendi algumas coisas novas e agora quero fazer mais!
Avaliador;"[USER] Vamos agora avaliar detalhadamente as respostas do Pedro. Segue a minha análise:

Pergunta 1: 10 em 10 pontos.  
Pergunta 2: 10 em 10 pontos.  
Pergunta 3: 10 em 10 pontos.  
Pergunta 4: 10 em 10 pontos.  
Pergunta 5: 10 em 10 pontos.  
Pergunta 6: Identificou ""duas"", ""um"" e ""três"". A resposta ideal era apenas ""duas"" e ""três"". Assim, 5 pontos pela ""duas"", 5 pela ""três"", mas -5 pontos por ""um"" (10-5=5). Ficou com 5 em 10 pontos.  
Pergunta 7: 10 em 10 pontos.  
Pergunta 8: Não respondeu. 0 em 10 pontos.  
Pergunta 9: Não respondeu. 0 em 10 pontos.  
Pergunta 10: ""Depois do almoço"" (em vez de ""após"" - aproximei a preposição, aceitando como válida), ""para à praia"" (corresponde a ""até à praia"", mas repetiu ""para"", por isso não conto), ""para nadar"" (""para"" correto), ""com"" lícito, ""sem"" correto - 4 preposições corretas, 1 incorreta, total: 8 em 10 pontos.  
Erros ortográficos: Nenhum detetado.  
Erros de acentuação e pontuação: Nenhum detetado.

Pontuação final:  
Pergunta 1: 10  
Pergunta 2: 10  
Pergunta 3: 10  
Pergunta 4: 10  
Pergunta 5: 10  
Pergunta 6: 5  
Pergunta 7: 10  
Pergunta 8: 0  
Pergunta 9: 0  
Pergunta 10: 8  

Total: 73 em 100 pontos.

Está de acordo com esta avaliação ou pretende alterar algum aspeto? Posso avançar?"
Utilizador;"Não devias contabilizar o ""Depois"" já que o aluno modificou a questão"
Avaliador;"[USER] Concordo com a sua observação, Diogo: de acordo com o critério definido, não se deve contabilizar a preposição ""Depois"", pois o aluno substituiu a estrutura original da frase. Assim, nessa questão apenas são contabilizadas como corretas as preposições ""para"" (segunda), ""com"" e ""sem"", totalizando 3 respostas corretas (3x2=6 pontos em 10 possíveis).

Atualizando a pontuação da Pergunta 10: 6 em 10 pontos.

Pontuação final revista:  
Pergunta 1: 10  
Pergunta 2: 10  
Pergunta 3: 10  
Pergunta 4: 10  
Pergunta 5: 10  
Pergunta 6: 5  
Pergunta 7: 10  
Pergunta 8: 0  
Pergunta 9: 0  
Pergunta 10: 6  

Total: 71 em 100 pontos.

Acha correto assim? Posso avançar?"
Utilizador;Sim
Avaliador;[STUDENT] Pedro, queres saber qual foi a pontuação que terias nesta atividade?
Estudante;Quero sim, estou curioso para saber quanto fiz! Podes dizer-me?
Avaliador;"[STUDENT] Claro que sim, Pedro! Aqui está a tua pontuação em cada pergunta:

Pergunta 1: 10 em 10 pontos  
Pergunta 2: 10 em 10 pontos  
Pergunta 3: 10 em 10 pontos  
Pergunta 4: 10 em 10 pontos  
Pergunta 5: 10 em 10 pontos  
Pergunta 6: 5 em 10 pontos  
Pergunta 7: 10 em 10 pontos  
Pergunta 8: 0 em 10 pontos  
Pergunta 9: 0 em 10 pontos  
Pergunta 10: 6 em 10 pontos  

No final ficarias com 10 + 10 + 10 + 10 + 10 + 5 + 10 + 0 + 0 + 6 = 71 pontos em 100.

Estás de parabéns pelo teu esforço! Agora, vou apresentar-te a próxima atividade. Preparado?"
Estudante;Sim, estou pronto para a próxima atividade! Vamos a isso!
Avaliador;"[STUDENT] Muito bem, Pedro! Na nossa escola, temos professores mais novos que vêm aprender e treinar a ensinar alunos como tu. Desta vez, vai ser o Professor João a ajudar-te a consolidar estes conhecimentos. Aproveita para falar à vontade com ele, porque o Professor João é muito simpático! 

Quando o Professor João terminar de falar contigo, eu voltarei a fazer-te umas perguntas. Boa sorte!"
Estudante;Obrigado, Alfredo! Já estou à espera do Professor João, vou tentar aprender tudo com ele!
Avaliador;"[TUTOR] Professor João, segue a lista das perguntas e as respostas do questionário do Pedro, bem como a pontuação atribuída a cada uma:

Pergunta 1: 10 em 10  
Pergunta 2: 10 em 10  
Pergunta 3: 10 em 10  
Pergunta 4: 10 em 10  
Pergunta 5: 10 em 10  
Pergunta 6: 5 em 10  
Pergunta 7: 10 em 10  
Pergunta 8: 0 em 10  
Pergunta 9: 0 em 10  
Pergunta 10: 6 em 10  

O teu objetivo é ajudar o Pedro a melhorar as suas respostas, para que ele obtenha uma pontuação mais alta. Quando terminares a tua sessão com o Pedro, passa-me novamente a palavra. 

Obrigado!"
Tutor;Olá Pedro! é esse o espírito! Antes de começarmos gostarias de me dizer quem és e o que gostas de fazer nos tempos livres?
Estudante;Olá Professor João, eu sou o Pedro, tenho 9 anos e estou no 4.º ano. Nos meus tempos livres gosto de jogar à bola, videojogos e desenhar!
Tutor;Muto bem Pedro! Obrigado pela tua resposta **completíssima**! E das 3 atividades qual é **a mais** divertida para ti?
Estudante;A mais divertida para mim é jogar à bola com os meus amigos! Sempre que posso, vou logo jogar!
Tutor;Muito bem Pedro e quais é que são os teus 2 jogadores de futebol favoritos?
Estudante;Os meus jogadores favoritos são o Cristiano Ronaldo e o João Félix! Gosto muito de os ver jogar.
Tutor;Incrível e qual é que achas que é mais rápido? Se os pudermos comparar
Estudante;Acho que o Cristiano Ronaldo é mais rápido, ele corre muito mesmo sendo mais velho! O João Félix também é rápido, mas o Ronaldo é incrível.
Tutor;Muito bem Pedro! Já viste que o Português está em todo o lado e é super importante para nós Portugueses comunicarmos em Portugal? Nestas últimas interações que tivemos, estive sempre a usar adjetivos de diferentes graus! Comparativo, Superlativo... Consegues tentar descobrir onde?
Estudante;Professor, não sei bem o que são os graus dos adjetivos, por isso não consigo descobrir onde usou. Ainda não aprendi isso.
Tutor;Não tem problema Pedro! Os graus dos adjetivos são simplesmente formas de associar nomes a diferente condições a que submetemos os adjetivos. Confuso?
Estudante;Um bocadinho, professor, parece complicado. Pode dar-me um exemplo?
Tutor;"Claro que sim Pedro. Á bocado disse que a tua resposta estava ""completíssima"". Isto é a junção da palavra ""completa"" que é um adjetivo porque qualifica o nome (resposta) com o sufixo ""-íssima"". A isto damos o nome de grau superlativo absoluto sintético!"
Estudante;"Ah, agora percebo! Então ""completíssima"" é quando queremos dizer que algo é mesmo muito completo, certo?"
Tutor;Exatamente, por isso sempre que vires o sufixo íssima num adjetivo já sabes que é o grau...
Estudante;...superlativo absoluto sintético! Já vou tentar decorar isso, obrigado professor!
Tutor;"Muito bem! Mia importante do que decorar é perceber os conceitos para poderes aplicar em qualquer frase! Vamos tentar outros tipos agora: Se eu disse ""Este jogo de futebol está a ser muito renhido."" Consegues dizer qual é o adjetivo que modifica o ""jogo de futebol""?"
Estudante;"Sim, professor! O adjetivo é ""renhido"" porque está a dizer como é o jogo de futebol."
Tutor;"E já viste a palavra que vem antes do ""renhido""?"
Estudante;"Sim, antes de ""renhido"" está ""muito"". Acho que está a intensificar o adjetivo!"
Tutor;"Isso mesmo Pedro! Nestas situações em que temos uma palavra (normalmente ""muito"") a intensificar o adjetivo damos o nome de grau superlativo absoluto analítico!"
Estudante;Fixe, professor! Então “muito renhido” é grau superlativo absoluto analítico, certo?
Tutor;Corretíssimo!
Estudante;Boa! Já estou a perceber melhor, obrigado professor!
Tutor;"Se voltares atrás nas nossas mensagens podes ver que também comparámos o Cristiano Ronaldo e o João Félix em termos de ""rapidez"" que é um adjetivo! Agora é possível modificar as frases com os adjetivos para compararmos os dois. Queres dar exemplos de frases comparativas?"
Estudante;Posso tentar, professor! O Cristiano Ronaldo é mais rápido do que o João Félix. O João Félix é menos rápido do que o Ronaldo.
Tutor;Muito bem! E sabes que graus cvomparativos é que eunciaste nessas frases?
Estudante;Acho que é o grau comparativo porque estou a comparar a rapidez dos dois. Não sei se tem mais nomes!
Tutor;Pensa bem, se disseres que é mais do que, então é de superioridade, se disseres que é menos do que, então vai ser de...
Estudante;"De inferioridade! Então ""mais rápido do que"" é superioridade e ""menos rápido do que"" é inferioridade!"
Tutor;Perfeito e sobra um para quando são do mesmo nível!
Estudante;Sim, é igualdade! Tipo: O Ronaldo é tão rápido como o João Félix.
Tutor;Isso mesmo Pedro! Estás um craque dos adjetivos!
Estudante;Obrigado, professor! Estou a gostar muito de aprender isto consigo!
Tutor;Ótimo Pedro, Agora que já vi que percebeste bem os graus dos adjetivos vamos tentar focar-nos nos quantificadores numerais, que pelo que percebi também tiveste uma pontuação mediana! O que achas?
Estudante;Acho boa ideia, professor! Assim posso melhorar e acertar todas na próxima vez!
Tutor;é esse o espírito de um verdadeiro vencedor como o Cristiano Ronaldo! Na tua opinião o que achas que são quantificadores numerais?
Estudante;Acho que são palavras que dizem quantos existem de alguma coisa, tipo números em frases. Por exemplo: dois, três, um.
Tutor;"Muito bem! Eu reparei que na resposta que deste ao Professor Alfredo, também incluíste o ""um"". Tens razão quando dizes que o ""um"" pode ser um quantificador numeral, mas naquela frase em específico era um determinante artigo, consegues perceber porquê?"
Estudante;"Acho que percebo, professor! Porque o ""um"" estava a referir-se a ""um peixe enorme"", por isso funciona como artigo a apresentar esse peixe na frase."
Tutor;Exatamente Pedro, neste caso não estava a dizer que era um único peixe, numerando-o, estava sim a destacar a existência dele. Perfeito Pedro, então só para esclarecer que sabes vamos testar-te com umas perguntas para fazer quantos golos marcas, o que achas?
Estudante;Acho ótimo, quero ver se consigo marcar todos os golos nesta! Vamos a isso, professor!
Tutor;"Nas frases: ""**O** rapaz **foi** buscar **duas** bolas com o Miguel. Como era **muito esperto**, convenceu o Miguel de que ambas as bolas eram necessárias para **um jogador experiente** poder jogar.  O Guarda redes **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"". Quais são os quantificadores numerais?"
Estudante;"Os quantificadores numerais são ""duas"" e ""três"" porque mostram quantidades nas frases."
Tutor;Perfeito Pedro, mostraste que sabes os quantificadores! Se pensares nas tuas respostas e dúvidas ao longo da nossa conversa, existe algum tema que tenhas mais dificuldades do que outro?
Estudante;"O que achei mais difícil foi perceber quando o ""um"" é artigo ou quantificador. O resto acho que já percebi melhor agora!"
Tutor;"Muito bem Pedro! Isto mostra que consegues autonomamente perceber o que sabes menos bem para depois poderes aprender eficientemente a matéria certa! Vamos lá tentar ensinar-te de outra maneira a desvendares quando o ""um"" é ou não é quantificador!"
Estudante;Boa, obrigado professor! Quero aprender bem a diferença para não voltar a errar!
Tutor;"Imagina que estás a jogar futebol com os teus amigos. Agora vou dar-te frases que têm a palavra “um”. Mas atenção! Às vezes, “um” está só a apresentar uma coisa qualquer (como se dissesse ""algum""), e noutras está a contar quantas coisas há."
Estudante;Ok, professor! Vou estar atento para perceber se é artigo ou quantificador em cada frase!
Tutor;O treinador chamou um jogador para entrar em campo. Na tua opinião, “um” aqui está a dizer qual jogador, ou só está a dizer que é um jogador qualquer?
Estudante;Aqui “um” está só a dizer que é um jogador qualquer, não está a contar. Por isso é artigo!
Tutor;Perfeito! Então aqui o “um” é um artigo indefinido, porque só está a apresentar um jogador qualquer, sem contar.
Estudante;Fixe, professor! Já percebi, artigo indefinido é quando apresenta algo sem dizer quantos são.
Tutor;O Ronaldo marcou um golo no primeiro tempo. E aqui? O “um” está a contar quantos golos foram?
Estudante;Sim, aqui “um” está a contar quantos golos foram, só foi um golo! Então é quantificador numeral.
Tutor;"Estás a ver como a palavra “um” pode ter dois trabalhos diferentes?
Como é que fazes para saber qual é qual?"
Estudante;"Vejo se “um” está a apresentar ou se está mesmo a contar quantas coisas são. Se for para contar, é quantificador; se for só a apresentar, é artigo!"
Tutor;Fantástico! Estás a criar a tua própria estratégia. “E se tivesses de explicar isto ao teu amigo da equipa que não percebe nada de gramática, como explicarias a diferença entre os dois ‘uns’ sem usar palavras difíceis?”
Estudante;"Dizia assim: se for para mostrar só que existe, é como dizer ""algum"". Se for a dizer quantos são mesmo, é número."
Tutor;Agora em casa ou na escola podes criar cartões com frases de futebol, e os teus amigos têm de levantar uma carta com a palavra “Determinante Artigo” ou “Quantificador Numeral” conforme as frases que inventares! Assim podes praticar e ajudar os teus colegas também!
Estudante;Boa ideia, professor! Vou experimentar isso com os meus amigos para ver se eles também aprendem!
Tutor;Boa Pedro! Gostei muito de falar contigo. Boa sorte!
Estudante;Obrigado, professor! Também gostei muito de falar consigo, até à próxima!
