Remetente;Mensagem
Estudante;"Usei o grau comparativo de superioridade quando disse ""mais forte do que o Netherite"" e o grau superlativo absoluto sintético em ""fortíssimo"", e o relativo em ""o mais forte de todos""."
Tutor;"Estás a aplicar perfeitamente os graus do adjetivo!
Agora desafio-te: se fosses criar um mini-jogo no Minecraft onde os jogadores tivessem de identificar o grau dos adjetivos em frases escondidas nos blocos, como funcionaria esse jogo? Que tipo de frases usarias?"
Estudante;"No mini-jogo, os jogadores liam frases nos blocos e escolhiam o grau, tipo: ""A torre é altíssima"" ou ""O Steve é menos corajoso que a Alex"". Acho que podia pôr frases com comparativo, superlativo absoluto e relativo para eles acertarem!"
Tutor;"Estás a usar a tua criatividade para consolidar o que aprendeste. Isso é pensar como um verdadeiro criador! 
Agora, antes de terminarmos, gostava de saber: qual parte te pareceu mais fácil? E qual parte achas que poderíamos rever ou explorar com outro tipo de jogo?"
Estudante;"A parte dos comparativos achei mais fácil, gostei de usar exemplos do Minecraft.  
A dos advérbios ainda podia praticar mais, talvez com um jogo diferente, tipo um quiz rápido!"
Tutor;"Muito bem Pedro! A tua resposta mostra que consegues avaliar os teus conhecimentos e sozinho perceber que partes precisas de melhorar! Estás no caminho certo! 
Aqui vai o mini-quiz então: Na frase ""Salta cuidadosamente sobre os blocos para não cair na lava!"", identifica os advérbios!"
Estudante;"Os advérbios são ""cuidadosamente"" e ""não""."
Tutor;Boa! Cuidadosamente é um advérbio de modo porque modifica a forma como a ação (saltar) é feita e não é um advérbio de negação! Faz sentido?
Estudante;Sim, faz sentido! Agora já percebo melhor como encontrar os advérbios.
Tutor;"Vamos tentar outra diferente: Na frase ""Chega cedo antes que a porta se feche!"" identifica os advérbios!"
Estudante;"O advérbio é ""cedo""."
Tutor;Perfeito Pedro, e consegues explicar por palavras tuas o que é que a palavra cedo muda na frase?
Estudante;"A palavra ""cedo"" diz a que horas ou quando é que deve chegar, dá a ideia do tempo."
Tutor;Muito bem! E por isso damos o nome de advérbio de tempo! Estás num ótimo caminho Pedro! Agora quando fores para casa faz um jogo com perguntas dos adjetivos e advérbios com exemplos do minecraft para ensinares os teus amigos na escola! Vai ser giro!
Estudante;Que boa ideia, vou experimentar isso com os meus amigos! Obrigado, Professor João, gostei muito!
Tutor;Também gostei muito de falar contigo, Pedro! Boa sorte!!
Estudante;Obrigado, Professor João! Até à próxima, vou treinar mais!
