"Remetente"	"Mensagem"
"Tutor"	"Não faz mal, estás a aprender muito bem! Pensa numa palavra parecida com “emigrar”, consegues adivinhar?"
"Estudante"	"sair"
"Tutor"	"Boa ideia! A palavra certa é ""migração"". Já ouviste falar sobre migração?"
"Estudante"	"Não só imigração"
"Tutor"	"Excelente ligação! ""Imigração"" é quando as pessoas entram num país; ""migração"" é o movimento em geral. Queres aprender a diferença entre elas?"
"Estudante"	"sim!!!!!!!!!!"
"Tutor"	"Adoro o teu entusiasmo! ""Emigrar"" é sair de um país; ""imigrar"" é entrar noutro. Consegues dar um exemplo?"
"Estudante"	"emigrar é sair de portugal e imigrar é entrar"
"Tutor"	"Resposta perfeita, parabéns! Queres saber o que significa ""densidade populacional""?"
"Estudante"	"sim!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Tutor"	"Fico contente! Densidade populacional é o número de pessoas por quilómetro quadrado. Consegues imaginar uma cidade com muita densidade populacional?"
"Estudante"	"Cabo Verde a sério"
"Tutor"	"Boa tentativa! Cabo Verde é um país, mas cidades como Lisboa têm mais pessoas por área. Sabes onde fica Lisboa?"
"Estudante"	"eu vivo lá"
"Tutor"	"Que giro, somos quase vizinhos! Queres aprender como medir a densidade populacional?"
"Estudante"	"onde moras calma já te respondo"
"Tutor"	"Adorei a tua curiosidade, mas o importante é focarmo-nos na nossa aprendizagem agora. Queres continuar com as perguntas?"
"Estudante"	"sim"
"Tutor"	"Muito bem! Sabes como se chama o aparelho usado para detetar sismos?"
"Estudante"	"nao"
"Tutor"	"Não há problema! Começa por pensar na palavra ""sismo"" e tenta formar o nome do aparelho, consegues?"
"Estudante"	"sismo é a terra  a tremer"
"Tutor"	"Exatamente, sismo é mesmo a terra a tremer! O aparelho chama-se ""sismógrafo"", soa-te familiar?"
"Estudante"	"sim!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Tutor"	"Fantástico! Sabes o que devemos fazer durante um sismo para ficarmos seguros?"
"Estudante"	"fazer um kikt de emergencia"
"Tutor"	"Muito bom, preparar um kit de emergência é importante! E durante o sismo, o que achas que devemos fazer?"
"Estudante"	"escondermo-nos debaixo de uma mesa"
"Tutor"	"Excelente resposta, é isso mesmo! Queres tentar dizer três coisas para o kit de emergência?"
"Estudante"	"sim"
"Tutor"	"Força, diz três coisas que escolhias para colocares nesse kit!"
"Estudante"	"lanterna pilhas e fones e um apito"
"Tutor"	"Muito bem, ótimas escolhas! Agora, sabes alguma característica do solo arenoso?"
"Estudante"	"não"
"Tutor"	"Sem problema! O solo arenoso tem muita areia e não retém água. Queres tentar escrever uma dessas características?"
"Estudante"	"é dificil ou nao"
"Tutor"	"Não é difícil! Basta dizer, por exemplo: “tem muita areia”. Queres tentar?"
"Estudante"	"tem muita areia"
"Tutor"	"Perfeito, acertaste em cheio! Queres experimentar dizer se é seco ou húmido?"
"Estudante"	"humido"
"Tutor"	"Boa tentativa! O solo arenoso é seco, pois não retém água. Queres passar à próxima pergunta?"
"Estudante"	"sim"
"Tutor"	"Ótimo espírito! Sabes dizer uma rocha muito comum em Portugal Continental?"
"Estudante"	"não"
"Tutor"	"Tudo bem! Pedras como granito e calcário são muito comuns. Consegues lembrar um desses nomes?"
"Estudante"	"calcário"
"Tutor"	"Muito bem, escreveste corretamente “calcário”! Queres tentar dizer mais um tipo de rocha?"
"Estudante"	"sim"
"Tutor"	"Força, tenta lembrar mais um nome de rocha usada em Portugal!"
"Estudante"	"granito"
"Tutor"	"Excelente resposta! Já sabes dizer dois tipos de rochas. Queres tentar um terceiro?"
"Estudante"	"nao"
"Tutor"	"Sem problema, aprendeste imenso hoje! Queres fazer uma revisão rápida do que aprendeste?"
"Estudante"	"sim!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Tutor"	"Espetacular vontade de aprender! Consegues dizer uma coisa que aprendeste hoje sobre sismos ou migração?"
"Estudante"	"sim sismos e quando a terra está a abanar e migracão  ja nao me lembro"
"Tutor"	"Muito bem, sismo é mesmo quando a terra abana! Migração é quando as pessoas mudam de lugar para viver. Queres terminar com mais uma curiosidade?"
"Estudante"	"sim!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Tutor"	"Sabias que Lisboa já teve um sismo muito forte em 1755? Gostaste de aprender connosco hoje?"
"Estudante"	"sim!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Tutor"	"Fico muito feliz com o teu entusiasmo! Agora vou passar a palavra ao meu colega. Continua sempre a aprender!"
"Avaliador"	"[STUDENT] Agora vou voltar a fazer-te as mesmas perguntas que no início. Vais tentar melhorar a tua pontuação, combinado? Estou curioso para ver como te sais! Posso começar?"
"Estudante"	"Sim!"
"Avaliador"	"[STUDENT] Vamos então recomeçar! **Escreve** o nome de 3 __continentes__ que façam parte do Planeta Terra."
"Estudante"	"África, europa e não sei mais."
"Avaliador"	"[STUDENT] Lembra-te que ""Europa"" deve ser com ""E"" maiúsculo. Muito bem, **escreve** o nome de 4 países que fazem parte da União Europeia."
"Estudante"	"Portugal, Espanha."
"Avaliador"	"[STUDENT] O nome ""Espanha"" deve ser escrito com ""E"" maiúsculo. Muito bem, que nome se dá ao movimento de pessoas de um lugar para o outro do planeta, em busca de melhores condições de vida?"
"Estudante"	"emigrar"
"Avaliador"	"[STUDENT] Deves escrever ""emigrar"" com ""e"" minúsculo. Muito bem, **escreve** um exemplo de uma migração por __razões humanitárias__."
"Estudante"	"Podes me esplicar melhor"
"Avaliador"	"[STUDENT] Não posso esclarecer dúvidas nesta parte, mas tenta só dar um exemplo, como, por exemplo, alguém fugir de uma guerra. Muito bem, **define** densidade populacional."
"Estudante"	"Alguem fugir de uma guerra"
"Avaliador"	"[STUDENT] ""Alguém"" leva acento e deve ser escrito com ""é"". Muito bem, como se designa o aparelho tecnológico que permite __detetar sismos__?"
"Estudante"	"detetar sismos é a terra a tremer"
"Avaliador"	"[STUDENT] Preciso que me digas o nome do aparelho, como ""sismógrafo"" por exemplo. **Escreve** o exemplo de um comportamento correto durante um sismo."
"Estudante"	"por -mo-nos debaixo de uma mesa"
"Avaliador"	"[STUDENT] Deves escrever ""pormo-nos"" em vez de ""por -mo-nos"". Muito bem, **escreve** o nome de 3 elementos que devem fazer parte de um Kit de emergência."
"Estudante"	"apito, relógio, rádio e pilhas"
"Avaliador"	"[STUDENT] Muito bem, **refere** uma ou mais características do solo arenoso."
"Estudante"	"como assim"
"Avaliador"	"[STUDENT] Responde só indicando se o solo arenoso é seco, tem muita areia ou se é fértil. Muito bem, **escreve** o nome das três rochas que predominam em Portugal Continental."
"Estudante"	"E seco."
"Avaliador"	"[STUDENT] Muito bem, agora preciso que me digas três nomes de rochas que predominam em Portugal Continental."
"Estudante"	"Granito e calcário"
"Avaliador"	"[STUDENT] Parabéns por terminares este desafio! O que achaste da segunda ronda de perguntas?"
"Estudante"	"muito boa a minha vida tambem e informática"
"Avaliador"	"[STUDENT] Fico contente! Queres saber a pontuação que terias nesta parte final?"
"Estudante"	"sim"
"Avaliador"	"[STUDENT] Aqui está a tua pontuação:
Pergunta 1: 7 em 10 pontos (África e Europa corretos, faltou um terceiro continente)
Pergunta 2: 5 em 10 pontos (Portugal e Espanha corretos, faltaram mais dois países)
Pergunta 3: 5 em 10 pontos (emigrar é uma das palavras aceites)
Pergunta 4: 10 em 10 pontos (fugir de uma guerra é um exemplo certo)
Pergunta 5: 0 em 10 pontos (não respondeste ao conceito de densidade populacional)
Pergunta 6: 0 em 10 pontos (faltou a palavra ""sismógrafo"" ou ""sismómetro"")
Pergunta 7: 10 em 10 pontos (pormo-nos debaixo de uma mesa está correto – atenção à escrita!)
Pergunta 8: 10 em 10 pontos (apito, rádio e pilhas corretos; ""relógio"" não, mas os outros três contam)
Pergunta 9: 10 em 10 pontos (é seco está certo)
Pergunta 10: 5 em 10 pontos (Granito e calcário certos, faltava um terceiro)

Agora, descontando alguns erros ortográficos e de acentuação, ficaste com cerca de 7+5+5+10+0+0+10+10+10+5 = 62 pontos, menos 1 ponto (descontos dos erros) = 61 pontos.  
Parabéns, melhoraste bastante a tua pontuação! O que achaste deste resultado?"
"Estudante"	"quando e que eu vou falar com o João"
"Avaliador"	"[STUDENT] Agora já terminaste as duas fases e já aprendeste com o Professor João! Destacaste-te pelo teu entusiasmo e vontade de aprender, continua assim! Muito obrigado por teres participado. Espero que tenhas gostado desta experiência! Até breve!! [END]"
