"Remetente"	"Mensagem"
"Tutor"	"Excelente, Aluno C! Usaste ""Maria"" (nome próprio), ""corda"" (nome comum) e ""turma"" (nome coletivo). Queres agora experimentar uma frase exclamativa sobre mergulho?"
"Estudante"	"Sim"
"Tutor"	"Inventa então uma frase exclamativa sobre mergulhar no mar!"
"Estudante"	"Mergulhar no mar é maravilhoso!"
"Tutor"	"Muito bem! A tua frase está perfeita e cheia de entusiasmo. Queres continuar a praticar ou preferes terminar por hoje?"
"Estudante"	"Como quiser!"
"Tutor"	"É ótimo ver essa motivação, Aluno C! Queres tentar uma frase imperativa relacionada com o mar?"
"Estudante"	"Tem cuidado com o mar!"
"Tutor"	"Excelente, Aluno C! Estás de parabéns pelo teu esforço. Queres marcar um objetivo para a próxima sessão?"
"Estudante"	"Talvez. Haverá próxima sessão?"
"Tutor"	"Fico muito feliz com o teu progresso, Aluno C! Agora vou passar a palavra ao meu colega, mas espero rever-te em breve. 😊 Até já!"
"Avaliador"	"[STUDENT] Aluno C, agora vou fazer-te novamente as mesmas perguntas. Vamos tentar superar a pontuação anterior! Pronta para mostrar tudo o que aprendeste?"
"Estudante"	"Sim"
"Avaliador"	"[STUDENT] Diz-me qual é o **__tipo de frase__** utilizado na frase ""Enche a banheira com água salgada para colocar o tubarão."""
"Estudante"	"Frase imperativa"
"Avaliador"	"[STUDENT] Muito bem, diz-me qual é o **__tipo de frase__** utilizado na frase ""Que tubarão grande!"""
"Estudante"	"Frase exclamativa"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase no plural: ""O jovem fez a mais admirável descoberta."""
"Estudante"	"Os jovens fizeram as mais admiráveis descobertas."
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase, substituindo as palavras destacadas por **__antónimos__**: ""**Terminada** a pescaria, o rapaz **enervou-se**."""
"Estudante"	"Acabada a pescaria, o rapaz irritou-se."
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase, substituindo as palavras destacadas por __sinónimos__: ""Era uma vez um tubarão **belo** e **veloz** e um menino **esperto** e **valente**."""
"Estudante"	"Era uma vez um tubarão bonito e rápido e um menino inteligente e corajoso."
"Avaliador"	"[STUDENT] Muito bem, __lê__ as frases e escolhe qual das palavras destacadas pertencem à classe **__quantificador numeral__**: ""**O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
"Estudante"	"""duas"", ""um"" e ""três"""
"Avaliador"	"[STUDENT] Muito bem, __lê__ as frases e escolhe as palavras destacadas que pertencem à classe **__advérbio__**: **O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
"Estudante"	"""muito"" e ""não"""
"Avaliador"	"[STUDENT] Muito bem, qual é o **__grau do adjetivo__** na frase: ""O rapaz era mais conversador do que o avô."""
"Estudante"	"Grau comparativo de superioridade"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase com o adjetivo no **__grau superlativo absoluto analítico__**: ""É um tubarão rapidíssimo."""
"Estudante"	"É um tubarão muito rápido."
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ as frases com **__preposições__**, sem as repetires: ""____ o almoço, eles decidiram ir ____ à praia ____ nadar ____ os peixes. Estava tanto frio que voltaram ____ molhar os pés."""
"Estudante"	"Ap"
"Avaliador"	"[STUDENT] Deves escrever ""Após"" com inicial maiúscula no início da frase. Muito bem, e queres dizer-me as outras preposições para completares as frases?"
"Estudante"	"Desculpa foi engano"
"Avaliador"	"[STUDENT] Não faz mal, Aluno C! Queres tentar responder novamente à última pergunta?"
"Estudante"	"Sim"
"Avaliador"	"[STUDENT] Muito bem, tenta então: ""____ o almoço, eles decidiram ir ____ à praia ____ nadar ____ os peixes. Estava tanto frio que voltaram ____ molhar os pés."""
"Estudante"	"Após, eu não sei, para, com e sem"
"Avaliador"	"[STUDENT] Parabéns por teres tentado completar todas, Aluno C! O que achaste desta segunda ronda de perguntas?"
"Estudante"	"Foi fácil e pareceu melhor do que a anterior"
"Avaliador"	"[STUDENT] Concordo contigo, notou-se progresso! Queres saber a pontuação que terias agora?"
"Estudante"	"Sim"
"Avaliador"	"[STUDENT] Aqui vai a tua pontuação em cada pergunta desta vez:

Pergunta 1: 10 em 10 pontos  
Pergunta 2: 10 em 10 pontos  
Pergunta 3: 10 em 10 pontos  
Pergunta 4: 0 em 10 pontos  
Pergunta 5: 10 em 10 pontos  
Pergunta 6: 5 em 10 pontos  
Pergunta 7: 10 em 10 pontos  
Pergunta 8: 10 em 10 pontos  
Pergunta 9: 10 em 10 pontos  
Pergunta 10: 6 em 10 pontos

Pontuação final: 10 + 10 + 10 + 0 + 10 + 5 + 10 + 10 + 10 + 6 = 81 pontos.

Fizeste melhor do que na primeira ronda! Estás de parabéns!"
"Estudante"	"Qual era a pergunta 4?"
"Avaliador"	"[STUDENT] A pergunta 4 era: __Reescreve__ a frase, substituindo as palavras destacadas por __antónimos__: ""**Terminada** a pescaria, o rapaz **enervou-se**."" A resposta ideal seria: ""Começada a pescaria, o rapaz acalmou-se."" Foste bastante empenhada e tens motivos para te orgulhar! Queres perguntar mais alguma coisa?"
"Estudante"	"Não"
"Avaliador"	"[STUDENT] Terminámos a sessão de hoje. Muito obrigado por participares com tanta dedicação e entusiasmo, Aluno C! Espero que tenhas gostado desta experiência! Até breve!! [END]"
