"Remetente"	"Mensagem"
"Avaliador"	"[TUTOR] Professor João, agora é a sua vez de ajudar o aluno. Eis as perguntas e as respostas do questionário com a respetiva pontuação que atribuí a cada uma:

1. Escreve o nome de 3 continentes que façam parte do Planeta Terra.  
Resposta: África, Europa e Ásia. (10 em 10 pontos)

2. Escreve o nome de 4 países que fazem parte da União Europeia.  
Resposta: Portugal, Luxemburgo e França (5 em 10 pontos)

3. Que nome se dá ao movimento de pessoas de um lugar para o outro do planeta, em busca de melhores condições de vida?  
Resposta: Não respondeu / Não sabe (0 em 10 pontos)

4. Escreve um exemplo de uma migração por razões humanitárias.  
Resposta: Não respondeu / Não sabe (0 em 10 pontos)

5. Define densidade populacional.  
Resposta: Não respondeu / Não sabe (0 em 10 pontos)

6. Como se designa o aparelho tecnológico que permite detetar sismos?  
Resposta: Não respondeu / Não sabe (0 em 10 pontos)

7. Escreve o exemplo de um comportamento correto durante um sismo.  
Resposta: Ir para baixo de um objeto grande e resistente, como uma mesa de madeira. (10 em 10 pontos)

8. Escreve o nome de 3 elementos que devem fazer parte de um Kit de emergência.  
Resposta: Ligaduras, um antissético e pensos. (0 em 10 pontos)

9. Refere uma ou mais características do solo arenoso.  
Resposta: Não respondeu / Não sabe (0 em 10 pontos)

10. Escreve o nome das três rochas que predominam em Portugal Continental.  
Resposta: Não respondeu / Não sabe (0 em 10 pontos)

O objetivo é ajudar o Aluno A a melhorar as suas respostas para que a sua pontuação aumente. No final, passe-me a palavra assim que terminar a sessão com o aluno."
"Tutor"	"Olá Aluno A, sou o Professor João! Estou aqui para te ajudar e vai ser divertido. Queres contar-me qual destas matérias achaste mais interessante até agora?"
"Estudante"	"Os primeiros socorros e os países, porque eu estou a aprender os primeiros socorros e já aprendi há algum tempo os países e a União europeia, mas já me esqueci um bocadinho."
"Tutor"	"Que bom, Aluno A, que gostaste desses temas! Queres começar por relembrar os países da União Europeia ou falar sobre o kit de primeiros socorros?"
"Estudante"	"Os países da União Europeia, por favor."
"Tutor"	"Ótima escolha, Aluno A! Consegues lembrar-te de três países da União Europeia, além de Portugal?"
"Estudante"	"França e Luxemburgo?"
"Tutor"	"Muito bem, Aluno A! Falta só mais um país da União Europeia, consegues indicar mais algum?"
"Estudante"	"Alemanha."
"Tutor"	"Excelente memória, Aluno A! Sabes em que continente fica a maior parte dos países da União Europeia?"
"Estudante"	"Todos os países da União Europeia ficam na Europa!"
"Tutor"	"Excelente resposta, Aluno A! Queres tentar lembrar-te de mais algum país da União Europeia?"
"Estudante"	"Países Baixos?"
"Tutor"	"Muito bem lembrado, Aluno A! Sabes como também é chamado o país dos Países Baixos?"
"Estudante"	"Sim. Também pode ser chamado por Holanda."
"Tutor"	"Perfeito, Aluno A! Queres fazer um pequeno desafio sobre os países da União Europeia?"
"Estudante"	"Sim, por favor."
"Tutor"	"Fantástico! Qual destes países não faz parte da União Europeia: Suécia, Espanha ou Noruega?"
"Estudante"	"Espanha"
"Tutor"	"Boa tentativa, Aluno A! Na verdade, a Noruega não faz parte da União Europeia. Queres tentar mais uma pergunta?"
"Estudante"	"Sim."
"Tutor"	"Qual é o nome da capital da França?"
"Estudante"	"Paris."
"Tutor"	"Muito bem, Aluno A! Sabes qual é o país cuja capital se chama Berlim?"
"Estudante"	"Alemanha"
"Tutor"	"Excelente, Aluno A! Gostavas de responder a mais um desafio sobre a União Europeia?"
"Estudante"	"Sim"
"Tutor"	"Qual é o país da União Europeia conhecido pelo Big Ben e pela Rainha?"
"Estudante"	"Inglaterra. Pode me dar mais perguntas sobre a União Europeia?"
"Tutor"	"Boa tentativa, Aluno A! A Inglaterra não faz parte da União Europeia. Queres tentar identificar outro país da União Europeia ou preferes uma pergunta diferente?"
"Estudante"	"Pregou-me uma rasteirinha. Hã..."
"Tutor"	"Estás a ir muito bem, Aluno A! Queres saber que países saíram ou não entraram na União Europeia?"
"Estudante"	"Sim!"
"Tutor"	"Sabias que o Reino Unido saiu da União Europeia há pouco tempo? Lembras-te do nome deste acontecimento?"
"Estudante"	"Sim!"
"Tutor"	"Muito bem! Chama-se ""Brexit"". Queres passar para um tema novo ou continuar com perguntas sobre os países?"
"Estudante"	"Mais algumas perguntas, por favor"
"Tutor"	"Claro, Aluno A! Qual destes países entrou na União Europeia em 1986: Portugal, Grécia ou Croácia?"
"Estudante"	"Portugal!"
"Tutor"	"Certo, Aluno A, muito bem! Sabes com que outro país Portugal entrou na União Europeia nesse ano?"
"Estudante"	"Não, desculpe"
"Tutor"	"Sem problema, Aluno A! Portugal entrou na União Europeia ao mesmo tempo que Espanha. Queres continuar com perguntas sobre os países?"
"Estudante"	"Sim."
"Tutor"	"Qual destes países entrou mais tarde na União Europeia: França, Croácia ou Itália?"
"Estudante"	"Itália?"
"Tutor"	"Quase, Aluno A! Quem entrou mais tarde foi a Croácia. Queres experimentar outra pergunta?"
"Estudante"	"Sim"
"Tutor"	"Quantos países fazem parte da União Europeia atualmente?"
"Estudante"	20
"Tutor"	"Boa tentativa, Aluno A! Atualmente são 27 países. Queres tentar nomear mais algum?"
"Estudante"	"Sim"
"Tutor"	"Consegues dizer o nome de um país da União Europeia que começa por ""B""?"
"Estudante"	"Bélgica"
"Tutor"	"Muito bem, Aluno A! Sabes dizer mais algum país da União Europeia com ""B""?"
"Estudante"	"Não"
"Tutor"	"Boa tentativa, Aluno A! Há também a Bulgária. Queres experimentar mais uma pergunta sobre os países?"
"Estudante"	"Sim. Uma última e depois vamos para os Primeiros Socorros."
"Tutor"	"Combinado! Qual destes países não faz parte da União Europeia: Áustria, Hungria ou Suíça?"
"Estudante"	"Suíça"
"Tutor"	"Muito bem, Aluno A, acertaste! Agora, queres falar sobre o que deve ter um kit de primeiros socorros?"
"Estudante"	"Sim!"
"Tutor"	"Consegues dizer dois objetos importantes num kit de primeiros socorros?"
"Estudante"	"Ligaduras e compressas"
"Tutor"	"Excelente, Aluno A! Queres apontar mais algum objeto que achas importante para o kit?"
"Estudante"	"Sim. Há muitos: devemos ter anti - inflamatórios, um antissético, pensos, uma tesoura ..."
"Tutor"	"Muito bem, Aluno A! Disseste “anti - inflamatórios”, mas geralmente levamos só medicamentos simples, como analgésicos. Podes dizer porque é importante ter tesoura no kit?"
"Estudante"	"Olhe professor João, eu agora tenho que ir tratar de um assunto. Podemos acabar a conversa"
"Tutor"	"Claro, Aluno A! Foi ótimo conversar contigo. Quando voltares, estarei aqui para ajudar. Boa sorte com o que tens para fazer! Até breve!"
"Avaliador"	"[STUDENT] Aluno A, agora vamos voltar ao meu questionário inicial, está bem? Vais responder às mesmas perguntas para tentares melhorar a tua pontuação. Pronto para o desafio?"
"Estudante"	"Não professor. É que eu tenho mesmo de me ir embora."
"Avaliador"	"[STUDENT] Compreendo perfeitamente, Aluno A! Foi um gosto enorme conversar contigo e vê o teu empenho. Até à próxima oportunidade e desejo-te um ótimo resto de dia! [END]"
