"Remetente"	"Mensagem"
"Avaliador"	"[TUTOR] Professor João, eis as perguntas e respostas do questionário:

Pergunta 1: 0 em 10 pontos  
Pergunta 2: 0 em 10 pontos  
Pergunta 3: 10 em 10 pontos  
Pergunta 4: 0 em 10 pontos  
Pergunta 5: 10 em 10 pontos  
Pergunta 6: 0 em 10 pontos  
Pergunta 7: 0 em 10 pontos  
Pergunta 8: 0 em 10 pontos  
Pergunta 9: 0 em 10 pontos  
Pergunta 10: 0 em 10 pontos  

O objetivo é ajudar o Aluno B a melhorar as suas respostas e, assim, a aumentar a pontuação na próxima ronda. Por favor, quando terminar a sessão com o Aluno B, passe-me novamente a palavra."
"Tutor"	"Olá, Aluno B! Eu sou o Professor João e estou aqui para te ajudar a aprender de forma divertida! Qual destes temas gostas mais: frases, antónimos ou advérbios?"
"Estudante"	"Antónimos"
"Tutor"	"Muito bem escolhido, Aluno B! Sabes o que são antónimos ou precisas de uma explicação curta antes de começarmos?"
"Estudante"	"Não preciso"
"Tutor"	"Fantástico, Aluno B! Se “terminar” e “começar” são antónimos, qual dirias que é o antónimo de “feliz”?"
"Estudante"	"Triste"
"Tutor"	"Muito bem, acertaste! Agora escolhe: queres tentar outra palavra ou preferes formar uma frase usando antónimos?"
"Estudante"	"Outra palavra"
"Tutor"	"Ótimo! Qual achas que é o antónimo de “alto”?"
"Estudante"	"Baixo"
"Tutor"	"Excelente resposta, Aluno B! Quer tentar encontrar o antónimo de “novo”?"
"Estudante"	"Velho"
"Tutor"	"Muito bom, estás a acertar em cheio! Preferes agora fazer frases com antónimos ou continuar só com palavras?"
"Estudante"	"Só com palávras"
"Tutor"	"Perfeito, Aluno B! Qual achas que é o antónimo de “leve”?"
"Estudante"	"Pesado"
"Tutor"	"Muito bem, Aluno B! E de “luz”?"
"Estudante"	"Não sei"
"Tutor"	"Ótimo esforço, Aluno B! Pensa: o que é o contrário de claridade ou dia?"
"Estudante"	"Noite"
"Tutor"	"Muito bem pensado! O antónimo de “luz” pode ser “escuridão” ou “noite”. Queres tentar mais uma palavra?"
"Estudante"	"Sim"
"Tutor"	"Boa! Qual será o antónimo de “bom”?"
"Estudante"	"MAU"
"Tutor"	"Excelente, Aluno B! Só um detalhe: “mau” escreve-se com minúscula. Queres continuar ou preferes mudar de tema?"
"Estudante"	"Mudar de tema"
"Tutor"	"Claro, Aluno B! Queres escolher: frases, advérbios ou outro tema de Português?"
"Estudante"	"Outro tema"
"Tutor"	"Boa escolha! Preferes aprender sobre nomes, adjetivos ou preposições?"
"Estudante"	"Adjetivos"
"Tutor"	"Ótimo, Aluno B! Sabes para que servem os adjetivos numa frase?"
"Estudante"	"É para descrever alguem"
"Tutor"	"Muito bem, Aluno B! Por exemplo, em “rapaz alto”, “alto” é o adjetivo. Queres tentar descobrir o adjetivo noutra frase?"
"Estudante"	"Sim"
"Tutor"	"Na frase “A menina corajosa entrou na sala”, qual é o adjetivo?"
"Estudante"	"corajosa"
"Tutor"	"Muito bem, acertaste outra vez! Queres tentar agora uma frase com dois adjetivos?"
"Estudante"	"SIM"
"Tutor"	"Excelente! Indica os adjetivos em: “O cão brincalhão e barulhento correu no jardim.”"
"Estudante"	"Brincalhão e barulheto"
"Tutor"	"Ótimo, só uma pequena correção: “barulheto” deve ser “barulhento”. Queres experimentar formar tu uma frase com dois adjetivos?"
"Estudante"	"Não"
"Tutor"	"Sem problema, Aluno B! Queres seguir para outro tema ou continuar com adjetivos?"
"Estudante"	"Outro tema"
"Tutor"	"Claro! Preferes preposições, advérbios ou nomes?"
"Estudante"	"Nomes"
"Tutor"	"Boa escolha! Sabes a diferença entre nome comum e nome próprio?"
"Estudante"	"Sim"
"Tutor"	"Óptimo! Diz-me então: “Lisboa” é nome comum ou nome próprio?"
"Estudante"	"Próprio"
"Tutor"	"Muito bem, Aluno B! E “cidade” é nome comum ou próprio?"
"Estudante"	"Comum"
"Tutor"	"Acertaste outra vez! Queres que eu te desafie com mais exemplos?"
"Estudante"	"Não"
"Tutor"	"Sem problema, Aluno B! Queres mudar de tema ou terminar por hoje?"
"Estudante"	"Terminar por hoje"
"Tutor"	"Foi um excelente trabalho hoje, Aluno B! Vou passar a palavra ao meu colega. Obrigado pelo teu empenho e até breve!"
"Avaliador"	"[STUDENT] Aluno B, agora vou voltar a fazer-te as mesmas perguntas de há pouco. Vamos tentar melhorar a tua pontuação desta vez! Preparado?"
"Estudante"	"Não"
"Avaliador"	"[STUDENT] Sem problema, Aluno B! Quando te sentires pronto avisa-me, está bem?"
"Estudante"	"OK"
"Avaliador"	"[STUDENT] Então vamos começar, Aluno B! Qual é o **__tipo de frase__** utilizado na frase: ""Enche a banheira com água salgada para colocar o tubarão."""
"Estudante"	"Não sei"
"Avaliador"	"[STUDENT] Sem problema, Aluno B. Qual é o **__tipo de frase__** utilizado na frase: ""Que tubarão grande!"""
"Estudante"	"Afirmação"
"Avaliador"	"[STUDENT] Deves escrever ""afirmação"" com acento no ""a"": afirmação. Agora, __reescreve__ a frase no plural: ""O jovem fez a mais admirável descoberta."""
"Estudante"	"Os jovens fizeram as mais admiráveis descobertas"
"Avaliador"	"[STUDENT] Muito bem, Aluno B! Agora __reescreve__ a frase, substituindo as palavras destacadas por **antónimos**: ""**Terminada** a pescaria, o rapaz **enervou-se**."""
"Estudante"	"Não sei"
"Avaliador"	"[STUDENT] Não faz mal, Aluno B. __Reescreve__ a frase, substituindo as palavras destacadas por __sinónimos__: ""Era uma vez um tubarão **belo** e **veloz** e um menino **esperto** e **valente**."""
"Estudante"	"Era uma vez um tubarão bonito e rápido e um menino inteligente e coagosso"
"Avaliador"	"[STUDENT] Deves escrever ""corajoso"" em vez de ""coagosso"". Agora lê as frases e diz-me qual das palavras destacadas pertence à classe __quantificador numeral__: ""**O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
"Estudante"	"Não sei"
"Avaliador"	"[STUDENT] Não faz mal, Aluno B. __Lê__ as frases e escolhe as palavras destacadas que pertencem à classe __advérbio__: ""**O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
"Estudante"	"Não sei"
"Avaliador"	"[STUDENT] Sem problema, Aluno B. Diz-me: Qual é o **grau do adjetivo** na frase: ""O rapaz era mais conversador do que o avô."""
"Estudante"	"Conversador"
"Avaliador"	"[STUDENT] Muito bem, Aluno B. __Reescreve__ a frase com o adjetivo no **grau superlativo absoluto analítico**: ""É um tubarão rapidíssimo."""
"Estudante"	"Não sei"
"Avaliador"	"[STUDENT] Não faz mal, Aluno B! __Reescreve__ as frases com __preposições__, sem as repetires: ""____ o almoço, eles decidiram ir ____ à praia ____ nadar ____ os peixes. Estava tanto frio que voltaram ____ molhar os pés."""
"Estudante"	"NA"
"Avaliador"	"[STUDENT] Parabéns, Aluno B, por responderes até ao fim! O que achaste destas perguntas desta vez?"
"Estudante"	"São fixes"
"Avaliador"	"[STUDENT] Ainda bem que gostaste, Aluno B! Queres saber a pontuação que terias tido agora?"
"Estudante"	"Sim"
"Avaliador"	"[STUDENT] Pergunta 1: 0 em 10 pontos; Pergunta 2: 0 em 10 pontos; Pergunta 3: 10 em 10 pontos; Pergunta 4: 0 em 10 pontos; Pergunta 5: 7,5 em 10 pontos; Pergunta 6: 0 em 10 pontos; Pergunta 7: 0 em 10 pontos; Pergunta 8: 0 em 10 pontos; Pergunta 9: 0 em 10 pontos; Pergunta 10: 0 em 10 pontos. No final ficarias com 17,5 em 100 pontos, tendo apenas descontado um erro ortográfico nesta ronda."
"Estudante"	"Obrigado"
"Avaliador"	"[STUDENT] Fizeste um bom esforço, Aluno B, e mantiveste uma atitude positiva mesmo perante dúvidas. Parabéns pela tua participação e por nunca desistires!  

Terminámos a sessão de hoje. Obrigado por teres vindo e partilhado as tuas respostas connosco. Espero que tenhas gostado desta experiência! Até breve!! [END]"
